codigo_produto;nome;codigo_de_barras;sigla_da_unidade_de_medida;marca_do_produto;categoria;subcategoria_nivel_1;subcategoria_nivel_2;preco_custo;preco_fornecedor;preco_minimo_de_venda;preco_venda;peso;estoque_minimo;origem_produto;receita_do_produto;referencia_interna;enviar_dados_balanca;informacao_adicional;cnpj_fornecedor;nome_do_fornecedor;multiplicador;sigla_pacote;grade_1;grade_2;opcao_de_grade_1;opcao_de_grade_2;NCM;cest;aliquota_cofins;aliquota_ipi;aliquota_pis;enquadramento_de_ipi;codigo_situacao_tributaria_ipi;codigo_situacao_tributaria_pis;codigo_situacao_tributaria_icms;aliquota_icms;mva;reducao_na_base_de_calculo;origem_icms;destino_icms;csosn;codigo_beneficio_fiscal_regra_icms;codigo_beneficio_fiscal_produto;valor_base_calculo_icms_st_retido_anteriormente;valor_icms_st_retido_anteriormente
194324;BLUSA VISCO STRETCH ESTAMPADO TAM.G;7,89855E+12;UN;;;;;;;;43.000;;;;;50174;;;;;;;;;;;61069000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194325;VESTIDO COTTON 40 LISTRADO JUANNA;7,89855E+12;UN;;;;;;;;75.000;;;;;50176;;;;;;;;;;;61044200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194326;REGATA COTTON 40 LISTRADO JUANNA;7,89855E+12;UN;;;;;;;;35.000;;;;;50179;;;;;;;;;;;61061000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194327;REGATA CANELADA 30 VISCOSE JUANNA;7,89855E+12;UN;;;;;;;;35.000;;;;;50181;;;;;;;;;;;61069000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194328;VESTIDO CANELADO 30 VISCOSE JUANNA;7,89855E+12;UN;;;;;;;;75.000;;;;;50183;;;;;;;;;;;61044900;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194329;BLUSA CANELADO 30 VISCOSE JUANNA;7,89855E+12;UN;;;;;;;;43.000;;;;;50184.;;;;;;;;;;;61069000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194330;BLUSA CANELADO 30 VISCOSE JUANNA;7,89855E+12;UN;;;;;;;;43.000;;;;;50185.;;;;;;;;;;;61069000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194331;BLUSA CANELADO 30 VISCOSE JUANNA;7,89855E+12;UN;;;;;;;;43.000;;;;;50187.;;;;;;;;;;;61069000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194332;REGATA MEIA MALHA LISTRADA JUANNA;7,89917E+12;UN;;;;;;;;35.000;;;;;K6004.;;;;;;;;;;;61061000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194333;BLUSA MC MEIA MALHA LISTRADA JUANNA;7,89917E+12;UN;;;;;;;;43.000;;;;;K6010.;;;;;;;;;;;61061000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194334;REGATA COTTON LISTRADO JUANNA;7,89934E+12;UN;;;;;;;;35.000;;;;;K6045.;;;;;;;;;;;61061000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194335;REGATA VISCOSE JUANNA;7,89934E+12;UN;;;;;;;;43.000;;;;;K6050;;;;;;;;;;;61069000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194336;VESTIDO REGATA MM LISTRADORA JUANNA;7,89855E+12;UN;;;;;;;;75.000;;;;;K6056;;;;;;;;;;;61044200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194337;REGATA ALONGADA MM LISTRADO JUANNA;7,89855E+12;UN;;;;;;;;35.000;;;;;K6059;;;;;;;;;;;61061000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194338;VESTIDO MM LISTRADORA JUANNA;7,89855E+12;UN;;;;;;;;75.000;;;;;K6061;;;;;;;;;;;61044200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194339;SHORT GORGURINHO JUANNA;7,89953E+12;UN;;;;;;;;45.000;;;;;K6062;;;;;;;;;;;61046300;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194340;CAMISETA MC CONCEPT SLIM OGOCHI;;UN;;;;;;;;90.000;;;;;6503040;;;;;;;;;;;61091000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194341;CAMISETA MC CONCEPT SLIM OGOCHI;;UN;;;;;;;;86.000;;;;;6513030;;;;;;;;;;;61091000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194342;CAMISETA MC CONCEPT SLIM OGOCHI;;UN;;;;;;;;86.000;;;;;6513026;;;;;;;;;;;61091000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194343;CAMISETA MC CONCEPT SLIM OGOCHI;;UN;;;;;;;;80.000;;;;;6503007;;;;;;;;;;;61091000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194344;CAMISETA MC CONCEPT SLIM OGOCHI;;UN;;;;;;;;86.000;;;;;6513032;;;;;;;;;;;61091000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194345;CAMISETA MC CONCEPT SLIM OGOCHI;;UN;;;;;;;;86.000;;;;;6513029;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194346;CAMISETA MC ESSENCIAL SLIM OGOCHI;;UN;;;;;;;;60.000;;;;;6500002;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194347;CAMISETA ML CONCEPT AJUSTADA OGOCHI;;UN;;;;;;;;110.000;;;;;6513052;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194348;CAMISETA MC SPORT SLIM OGOCHI;;UN;;;;;;;;80.000;;;;;6513051;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194349;TENIS OLYMPIKUS CITRUS 2 MRHMRT;7,89493E+12;UN;;;;;;;;185.000;;;;;CITRUS2;;;;;;;;;;;64041100;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194350;TENIS OLYMPIKUS GLAM 4 PTO;7,89493E+12;UN;;;;;;;;236.000;;;;;GLAM4;;;;;;;;;;;64041100;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194351;SANDALIA FEM. PAPETE MOLECA;7,90012E+12;UN;;;;;;;;95.000;;;;;5490104;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194352;SANDALIA COCA COLA BRAY COLOR BRANC;7,90005E+12;UN;;;;;;;;75.000;;;;;CC4201;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194353;SANDALIA COCA COLA JENA BEGE.MARINH;7,90005E+12;UN;;;;;;;;75.000;;;;;CC4174;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194354;SANDALIA COCA COLA DENIM PRETO.PRET;7,90005E+12;UN;;;;;;;;75.000;;;;;CC4248;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194355;SANDALIA COCA COLA HANDY CARTON MAR;7,90005E+12;UN;;;;;;;;75.000;;;;;CC4240;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194356;SANDALIA COCA COLA GRANBY PRETO.PRE;7,90005E+12;UN;;;;;;;;75.000;;;;;CC4233;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194357;SANDALIA COCA COLA TONG BRANCO.BRAN;7,90005E+12;UN;;;;;;;;75.000;;;;;CC4258;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194358;SANDALIA FEM. DE USO COMUM C. SOLA;7,90007E+12;UN;;;;;;;;107.000;;;;;5489100;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194359;BODY EM SUEDINE FEMININO - GRADE P-;7,90971E+12;UN;;;;;;;;51.000;;;;;10.24.02019;;;;;;;;;;;61112000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194360;BODY EM MALHA SUEDINE UNISSEX - GRA;7,90971E+12;UN;;;;;;;;41.500;;;;;10.98.08227;;;;;;;;;;;61112000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194361;VESTIDO EM COTTON FEMININO - GRADE;7,90971E+12;UN;;;;;;;;77.000;;;;;10.24.02010;;;;;;;;;;;61112000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194362;CONJUNTO BLUSA E SHORT EM MALHA FLO;7,90971E+12;UN;;;;;;;;87.000;;;;;10.24.02120;;;;;;;;;;;61042200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194363;CONJUNTO BLUSA E SHORT-SAIA EM MEIA;7,90971E+12;UN;;;;;;;;97.000;;;;;10.24.02104;;;;;;;;;;;61042200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194364;VESTIDO EM MALHA FLORENCE FEMININO;7,90971E+12;UN;;;;;;;;65.000;;;;;10.24.02171;;;;;;;;;;;61044200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194365;CONJUNTO BLUSA EM MEIA MALHA E CAPR;7,90971E+12;UN;;;;;;;;87.000;;;;;10.24.02210;;;;;;;;;;;61042200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194366;CONJUNTO REGATA E SHORT SAIA EM TEC;7,90971E+12;UN;;;;;;;;129.000;;;;;10.24.02315;;;;;;;;;;;62042200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194367;MACACAO EM MEIA MALHA MASCULINO - G;7,90971E+12;UN;;;;;;;;57.500;;;;;10.24.02063;;;;;;;;;;;61112000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194368;MACACAO EM MEIA MALHA MASCULINO - G;7,90971E+12;UN;;;;;;;;73.000;;;;;10.24.02056;;;;;;;;;;;61112000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194369;BODY EM MEIA MALHA MASCULINO - GRAD;7,90971E+12;UN;;;;;;;;57.500;;;;;10.24.02070;;;;;;;;;;;61112000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194370;CONJUNTO REGATA EM MEIA MALHA FLAME;7,90971E+12;UN;;;;;;;;71.500;;;;;10.24.02447;;;;;;;;;;;61032200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194371;CONJUNTO CAMISETA EM MEIA MALHA E B;7,90971E+12;UN;;;;;;;;97.000;;;;;10.24.02410;;;;;;;;;;;61032200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194372;CONJUNTO CAMISETA EM MEIA MALHA LIN;7,90971E+12;UN;;;;;;;;127.000;;;;;10.24.02508;;;;;;;;;;;61032200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194373;CONJUNTO REGATA EM MEIA MALHA E BER;7,90971E+12;UN;;;;;;;;107.000;;;;;10.24.02489;;;;;;;;;;;61032200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194374;CONJUNTO CAMISETA EM MEIA MALHA E B;7,90971E+12;UN;;;;;;;;145.000;;;;;10.24.02490;;;;;;;;;;;61032200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194375;CONJUNTO CAMISETA EM MEIA MALHA E B;7,90971E+12;UN;;;;;;;;131.000;;;;;10.24.02633;;;;;;;;;;;61032200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194376;VESTIDO EM COTTON FLAME FEMININO -;7,90971E+12;UN;;;;;;;;73.000;;;;;10.24.02121;;;;;;;;;;;61044200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194377;CONJUNTO REGATA E SHORT EM MALHA FL;7,90971E+12;UN;;;;;;;;117.000;;;;;10.24.02209;;;;;;;;;;;61042200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194378;CONJUNTO REGATA EM MEIA MALHA FLAME;7,90971E+12;UN;;;;;;;;71.000;;;;;10.24.02411;;;;;;;;;;;61032200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194379;SANDALIA FEMININA DE USO COMUM COM;7,90012E+12;UN;;;;;;;;88.000;;;;;7174116;;;;;;;;;;;64041900;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194380;SANDALIA FEMININA DE USO COMUM COM;7,90012E+12;UN;;;;;;;;88.000;;;;;7174115;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194381;SANDALIA FEM. DE USO COMUM C. SOLA;7,90012E+12;UN;;;;;;;;106.000;;;;;7174109;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194382;TAMANCO FEMININA DE USO COMUM COM S;7,90012E+12;UN;;;;;;;;107.000;;;;;7142133;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194383;TAMANCO FEM. DE USO COMUM C. SOLA S;7,90007E+12;KG;;;;;;;;99.000;;;;;7142132;;;;;;;;;;;64041900;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194384;TENIS FEMININA DE USO COMUM COM SOL;7,90007E+12;UN;;;;;;;;99.000;;;;;5791100;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194385;SANDALIA FEMININA DE USO COMUM COM;7,90012E+12;UN;;;;;;;;106.000;;;;;5469118;;;;;;;;;;;64041900;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194386;SANDALIA FEMININA DE USO COMUM COM;7,90012E+12;UN;;;;;;;;106.000;;;;;5469124;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194387;TENIS DAY . 547 CHUMBO 35;7,89493E+12;UN;;;;;;;;236.000;;;;;DAY547;;;;;;;;;;;64041100;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194388;TENIS OLYMPIKUS ADRENA BORDO 35;7,89476E+12;UN;;;;;;;;308.000;;;;;ADRENA;;;;;;;;;;;64041100;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194389;SAND HAV KIDS ATHLETIC MARINHO.MARI;7,90984E+12;UN;;;;;;;;24.000;;;;;KIDS ATHLETIC;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194390;SAND HAV KIDS SLIM PRINCESS VERDE.V;7,90984E+12;UN;;;;;;;;43.000;;;;;KIDS PRINCESS;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194391;SAND HAV SLIM LISA ROSE GOLD 37.38(;7,89127E+12;UN;;;;;;;;36.000;;;;;ROSE;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194392;SAND HAV SLIM SQUARE PRETO 39.40(E);7,90984E+12;UN;;;;;;;;39.000;;;;;SQUARE PRETO;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194393;SAND HAV SLIM SQUARE ROSA CROCUS 39;7,90984E+12;UN;;;;;;;;40.000;;;;;SQUARE ROSA;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194394;SAND HAV TOP ATHLETIC BRANCO.MARINH;7,90984E+12;UN;;;;;;;;28.000;;;;;ATHLETIC BRANCO;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194395;SAND HAV TOP BASIC MARINHO.MARINHO.;7,90984E+12;UN;;;;;;;;34.000;;;;;BASIC;;;;;;;;;;;64022000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194396;SANDALIA FEM. DE USO COMUM C. SOLA;7,90012E+12;UN;;;;;;;;89.000;;;;;7053168;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194397;SANDALIA FEMININA DE USO COMUM COM;7,90002E+12;UN;;;;;;;;79.000;;;;;7053162;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194398;SANDALIA FEM. DE USO COMUM C. SOLA;7,90012E+12;UN;;;;;;;;124.000;;;;;7187100;;;;;;;;;;;64041900;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194399;SANDALIA FEM. DE USO COMUM C. SOLA;7,90012E+12;UN;;;;;;;;147.000;;;;;7187102;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194400;SANDALIA FEMININA DE USO COMUM COM;7,90012E+12;UN;;;;;;;;115.000;;;;;7178116;;;;;;;;;;;64041900;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194401;CONJUNTO BODY E SHORT EM MALHA 100%;7,90971E+12;UN;;;;;;;;88.000;;;;;102402004;;;;;;;;;;;61112000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194402;VESTIDO EM MALHA 93%ALGODAO 6%POLIE;7,90971E+12;UN;;;;;;;;92.000;;;;;102402114;;;;;;;;;;;61044200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194403;VESTIDO EM MALHA 50%ALGODAO 50%POLI;7,90971E+12;UN;;;;;;;;58.000;;;;;102402103;;;;;;;;;;;61044200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194404;VESTIDO EM TECIDO 100%ALGODAO FEMIN;7,90971E+12;UN;;;;;;;;116.000;;;;;102402316;;;;;;;;;;;62044200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194405;VESTIDO EM MALHA 100%ALGODAO FEMINI;7,90971E+12;UN;;;;;;;;66.000;;;;;102402306;;;;;;;;;;;61044200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194406;VESTIDO EM MALHA 98%ALGODAO 2%ELAST;7,90971E+12;UN;;;;;;;;103.000;;;;;102402211;;;;;;;;;;;61044200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194407;VESTIDO EM MALHA 98%ALGODAO 2%ELAST;7,90971E+12;UN;;;;;;;;117.000;;;;;102402237;;;;;;;;;;;61044200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194408;MACACAO EM MALHA 93%ALGODAO 6%POLIE;7,90971E+12;UN;;;;;;;;132.000;;;;;102402203;;;;;;;;;;;61046200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194409;VESTIDO EM MALHA 100%ALGODAO FEMINI;7,90971E+12;UN;;;;;;;;66.000;;;;;102402204;;;;;;;;;;;61044200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194410;VESTIDO EM MALHA 100%ALGODAO FEMINI;7,90971E+12;UN;;;;;;;;56.000;;;;;102402127;;;;;;;;;;;61044200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194411;VESTIDO EM MALHA 100%ALGODAO FEMINI;7,90971E+12;UN;;;;;;;;69.000;;;;;102402245;;;;;;;;;;;61044200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194412;CONJUNTO BLUSA E SHORT SAIA EM MALH;7,90971E+12;UN;;;;;;;;103.000;;;;;102402300;;;;;;;;;;;61042200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194413;CONJUNTO CAMISETA EM MALHA 100%ALGO;7,90971E+12;UN;;;;;;;;88.000;;;;;102402069;;;;;;;;;;;61112000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194414;CONJUNTO REGATA EM MEIA MALHA E BER;7,90971E+12;UN;;;;;;;;73.000;;;;;102402439;;;;;;;;;;;61032200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194415;CONJUNTO CAMISETA EM MEIA MALHA E B;7,90971E+12;UN;;;;;;;;132.000;;;;;102402418;;;;;;;;;;;61032200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194416;BLUSA BALCONISTA FAKINI - GRADE P-M;7,90971E+12;UN;;;;;;;;5.950;;;;;109564050;;;;;;;;;;;61061000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194417;CAMISETA ML CASUAL SLIM DEC RE;;UN;;;;;;;;110.000;;;;;6514022;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194418;CAMISETA MC ESSENCIAL SLIM DEC;;UN;;;;;;;;69.900;;;;;6460004;;;;;;;;;;;61099000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194419;BERMUDA ESSENCIAL COLOR BOLSO;;UN;;;;;;;;199.000;;;;;3519105;;;;;;;;;;;62034900;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194420;BONE SPORT C. OG METAL PRETA.U;;UN;;;;;;;;67.000;;;;;24470001;;;;;;;;;;;65050012;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194421;171901-03 SAPATENIS MASCULINO;7,90994E+12;UN;;;;;;;;189.000;;;;;17190103;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194422;371901-03 SAPATENIS INFANTIL MASCUL;7,90994E+12;UN;;;;;;;;169.000;;;;;37190103;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194423;TENIS OLYMPIKUS ANGEL 3 PTO.PT 35;7,89366E+12;UN;;;;;;;;195.000;;;;;ANGEL3;;;;;;;;;;;64041100;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194424;RASTEIRA FEMININA COM SOLA EXTERIOR;;UN;;;;;;;;114.000;;;;;567823710;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194425;SANDALIA FEMININA COM SOLA EXTERIOR;;UN;;;;;;;;113.000;;;;;568823551;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194426;SANDALIA FEMININA COM SOLA EXTERIOR;;UN;;;;;;;;144.000;;;;;571423722;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194427;MULE FEMININO COM SOLA EXTERIOR SIN;;UN;;;;;;;;105.000;;;;;551623601;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194428;SAPATO FEMININO COM SOLA EXTERIOR S;;UN;;;;;;;;119.000;;;;;551623605;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194429;SANDALIA FEMININA COM SOLA EXTERIOR;;UN;;;;;;;;119.000;;;;;557823261;;;;;;;;;;;64029990;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194430;BOTA FEMININA COM SOLA EXTERIOR SIN;;UN;;;;;;;;173.000;;;;;569323583;;;;;;;;;;;64029190;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194431;BOTA FEMININA COM SOLA EXTERIOR SIN;;UN;;;;;;;;229.000;;;;;569823622;;;;;;;;;;;64029190;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194432;CALCA LEGGING COR 00004 TAM 4;7,90936E+12;UN;;;;;;;;49.000;;;;;1000021352;;;;;;;;;;;61046200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194433;BLUSA TRADICIONAL COR 00004 TAM 8;7,90971E+12;UN;;;;;;;;41.000;;;;;1000086762;;;;;;;;;;;61061000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194434;BLUSA BASICO(A) COR 00397 TAM 4;7,90001E+12;UN;;;;;;;;39.500;;;;;1000116252;;;;;;;;;;;61061000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194435;BLUSA BOX COR 00004 TAM 18;7,90001E+12;UN;;;;;;;;53.000;;;;;1000116254;;;;;;;;;;;61061000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194436;CONJUNTO REGATA.BERMUDA COR 00297 T;7,90001E+12;UN;;;;;;;;65.000;;;;;1000116305;;;;;;;;;;;61032200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194437;CONJUNTO REGATA.BERMUDA COR 00397 T;7,90001E+12;UN;;;;;;;;69.000;;;;;1000116308;;;;;;;;;;;61032200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194438;CONJUNTO CAMISA.BERMUDA COR 02382 T;7,90001E+12;UN;;;;;;;;135.000;;;;;1000116323;;;;;;;;;;;61032200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194439;CONJUNTO CAMISETA.BERMUDA COR 02023;7,90001E+12;UN;;;;;;;;85.000;;;;;1000116326;;;;;;;;;;;61032200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194440;VESTIDO AMPLO(A) COR DF74A TAM P;7,90001E+12;UN;;;;;;;;47.000;;;;;1000116339;;;;;;;;;;;61044200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194441;VESTIDO RODADO(A) COR 00128 TAM 4;7,90001E+12;UN;;;;;;;;55.000;;;;;1000116340;;;;;;;;;;;94049000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194442;VESTIDO RODADO(A) COR DF94A TAM 3;7,90001E+12;UN;;;;;;;;54.000;;;;;1000116363;;;;;;;;;;;61044200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194443;VESTIDO CURTO(A) T-SHIRT BASIC COR;7,90001E+12;UN;;;;;;;;69.000;;;;;1000116365;;;;;;;;;;;61044200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194444;CONJUNTO CAMISETA.BERMUDA COR 00383;7,90001E+12;UN;;;;;;;;65.000;;;;;1000116386;;;;;;;;;;;61032200;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194445;CONJUNTO CAMISETA.BERMUDA COR 00397;7,90001E+12;UN;;;;;;;;69.000;;;;;1000116392;;;;;;;;;;;61112000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194446;BLUSA BOX COR 00004 TAM 14;7,90001E+12;UN;;;;;;;;59.000;;;;;1000116881;;;;;;;;;;;61061000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
194447;BLUSA JUSTO(A) COR 00004 TAM 12;7,90001E+12;UN;;;;;;;;49.000;;;;;1000116964;;;;;;;;;;;61062000;;0;0;0;999;99;99;0;20.50;0;0;PE;PE;102;;;0;0
